#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
フィリアＳガード,2,2,7,2,7,99,0,34,70,-2,2,0,2,-3,無傷,2,通常弾強化,1,節食,3,,,,,天廻龍の鋭浄爪,3,天廻龍の上鱗,2,天廻龍の堅殻,5,天廻龍の虹翼,2
EXアークアーム,1,1,7,2,7,6,0,72,144,-2,2,0,2,-4,チャンス,2,ガード性能,2,節食,3,,,,,EX天廻龍チケット,1,天廻龍の上虹翼,4,天廻龍の角,4,黒蝕竜の堅殻,4
EXアークガード,1,2,7,2,7,6,0,36,72,-2,2,0,2,-3,チャンス,2,反動,2,節食,3,,,,,EX天廻龍チケット,1,天廻龍の上虹翼,4,天廻龍の角,4,黒蝕竜の堅殻,4
EXフィリアアーム,2,1,7,2,7,6,0,72,144,-2,2,0,2,-4,チャンス,2,ガード性能,2,節食,3,,,,,EX天廻龍チケット,1,天廻龍の上虹翼,4,天廻龍の角,4,黒蝕竜の堅殻,4
EXフィリアガード,2,2,7,2,7,6,0,36,72,-2,2,0,2,-3,チャンス,2,反動,2,節食,3,,,,,EX天廻龍チケット,1,天廻龍の上虹翼,4,天廻龍の角,4,黒蝕竜の堅殻,4
アークＲアーム,1,1,7,0,8,99,0,64,136,-2,2,0,2,-4,匠,5,,,,,,,,,獰猛な蝕龍鱗,1,天廻龍の上鱗,5,獰猛な尖爪,1,天廻龍素材(pts),8
アークＲガード,1,2,7,0,8,99,0,32,68,-2,2,0,2,-3,通常弾強化,5,,,,,,,,,獰猛な蝕龍鱗,1,天廻龍の上鱗,5,獰猛な尖爪,1,天廻龍素材(pts),8
フィリアＲアーム,2,1,7,0,8,99,0,64,136,-2,2,0,2,-4,匠,5,,,,,,,,,獰猛な蝕龍鱗,1,天廻龍の上鱗,5,獰猛な尖爪,1,天廻龍素材(pts),8
フィリアＲガード,2,2,7,0,8,99,0,32,68,-2,2,0,2,-3,通常弾強化,5,,,,,,,,,獰猛な蝕龍鱗,1,天廻龍の上鱗,5,獰猛な尖爪,1,天廻龍素材(pts),8
バルクアーム,0,1,7,2,99,10,0,70,142,-2,-2,-2,-2,3,龍気,2,走行継続,1,攻撃,3,達人,-2,,,天彗龍の尖爪,2,天彗龍の槍翼,2,天彗龍の背尖甲,1,鋼の龍鱗,3
バルクガード,0,2,7,2,99,10,0,35,71,-2,-2,-2,-2,4,龍気,1,走行継続,1,攻撃,3,達人,-2,,,天彗龍の尖爪,2,天彗龍の槍翼,2,天彗龍の背尖甲,1,鋼の龍鱗,3
クシャナＳハトゥー,0,1,7,1,8,99,0,72,144,-1,2,-2,3,-3,耐暑,2,匠,3,毒,-2,,,,,鋼龍の堅殻,3,鋼龍の尖爪,1,鋼の上龍鱗,3,古龍骨,5
クシャナＳマカーン,0,2,7,1,8,99,0,36,72,-1,2,-2,5,-3,耐暑,2,速射,2,毒,-2,,,,,鋼龍の堅殻,3,鋼龍の尖爪,1,鋼の上龍鱗,3,古龍骨,5
EXクシャナハトゥー,0,1,7,1,8,99,0,76,148,-1,2,-2,3,-3,ガード性能,1,跳躍,3,連撃,3,,,,,EX鋼龍チケット,1,鋼龍の堅殻,5,鋼の上龍鱗,6,鋼龍素材(pts),8
EXクシャナマカーン,0,2,7,1,8,99,0,38,74,-1,2,-2,5,-3,装填速度,1,跳躍,3,連撃,3,,,,,EX鋼龍チケット,1,鋼龍の堅殻,5,鋼の上龍鱗,6,鋼龍素材(pts),8
クシャナＲハトゥー,0,1,7,1,8,99,0,68,140,-1,2,-2,3,-3,匠,4,毒,-4,,,,,,,古龍の浄血,1,獰猛な氷塊,2,鋼龍の尖爪,5,獰猛化素材(上位pts),8
クシャナＲマカーン,0,2,7,1,8,99,0,34,70,-1,2,-2,5,-3,装填数,4,毒,-4,,,,,,,古龍の浄血,1,獰猛な氷塊,2,鋼龍の尖爪,5,獰猛化素材(上位pts),8
ミヅハ覇【大袖】,0,1,7,1,8,99,0,56,128,-5,1,0,2,-3,風圧,3,聴覚保護,2,特殊攻撃,2,,,,,霞龍の尖爪,2,霞龍の上皮,3,古龍骨,4,古龍の血,2
トヨタマ覇【大袖】,0,2,7,1,8,99,0,28,64,-4,1,0,2,-3,風圧,3,聴覚保護,2,特殊攻撃,2,,,,,霞龍の尖爪,2,霞龍の上皮,3,古龍骨,4,古龍の血,2
EXミヅハ【大袖】,0,1,7,0,8,99,0,60,132,-5,1,0,2,-3,聴覚保護,3,茸食,2,笛,2,,,,,EX霞龍チケット,1,霞龍の上皮,5,霞龍の尖爪,5,,
EXトヨタマ【大袖】,0,2,7,0,8,99,0,30,66,-4,1,0,2,-3,聴覚保護,3,茸食,2,気配,2,,,,,EX霞龍チケット,1,霞龍の上皮,5,霞龍の尖爪,5,,
カイザーＳアーム,0,1,7,0,8,99,0,66,138,4,-4,1,-1,-3,闘魂,3,気力回復,2,毒,2,,,,,炎王龍の堅殻,4,炎龍の尖爪,3,獄炎石,2,古龍の血,3
カイザーＳガード,0,2,7,0,8,99,0,33,69,4,-3,1,-1,-3,闘魂,3,気力回復,2,毒,2,,,,,炎王龍の堅殻,4,炎龍の尖爪,3,獄炎石,2,古龍の血,3
EXカイザーアーム,0,1,7,0,8,99,0,70,142,4,-4,1,-1,-3,達人,4,回避性能,2,聴覚保護,2,,,,,EX炎王龍チケット,1,炎王龍の堅殻,5,炎龍の尖爪,5,,
EXカイザーガード,0,2,7,0,8,99,0,35,71,4,-3,1,-1,-3,達人,4,回避性能,2,聴覚保護,2,,,,,EX炎王龍チケット,1,炎王龍の堅殻,5,炎龍の尖爪,5,,
シルバーソルアーム,0,1,7,1,7,99,0,66,138,2,-6,-4,0,4,痛撃,2,会心強化,2,気絶,-2,,,,,銀火竜の尻尾,1,火竜の延髄,2,火竜の翼爪,4,獄炎石,3
シルバーソルガード,0,2,7,1,7,99,0,33,69,2,-5,-4,0,4,痛撃,1,会心強化,2,気絶,-2,,,,,銀火竜の尻尾,1,火竜の延髄,2,火竜の翼爪,4,獄炎石,3
EXＳ・ソルアーム,0,1,7,0,8,99,0,70,142,2,-6,-4,0,4,剥ぎ取り,3,護石王,2,剣術,-3,,,,,EX銀火竜チケット,1,銀火竜の尻尾,2,火竜の尻尾,4,,
EXＳ・ソルガード,0,2,7,0,8,99,0,35,71,2,-5,-4,0,4,剥ぎ取り,3,護石王,2,精密射撃,-3,,,,,EX銀火竜チケット,1,銀火竜の尻尾,2,火竜の尻尾,4,,
Ｓ・ソルＲアーム,0,1,7,0,8,99,0,62,134,2,-6,-4,0,4,会心強化,4,斬れ味,-4,,,,,,,獰猛化銀火竜鱗,1,銀火竜の堅殻,5,銀火竜の尻尾,3,獰猛化素材(上位pts),8
Ｓ・ソルＲガード,0,2,7,0,8,99,0,31,67,2,-5,-4,0,4,会心強化,4,調合成功率,-4,,,,,,,獰猛化銀火竜鱗,1,銀火竜の堅殻,5,銀火竜の尻尾,3,獰猛化素材(上位pts),8
ゴールドルナアーム,0,1,7,1,7,99,0,64,136,2,-4,-6,0,4,加護,1,効果持続,4,節食,2,,,,,金火竜の堅殻,4,火竜の翼爪,3,雌火竜の上棘,2,ユニオン鉱石,4
ゴールドルナガード,0,2,7,1,7,99,0,32,68,2,-4,-5,0,4,効果持続,4,節食,2,,,,,,,金火竜の堅殻,4,火竜の翼爪,3,雌火竜の上棘,2,ユニオン鉱石,4
EXＧ・ルナアーム,0,1,7,0,8,99,0,68,140,2,-4,-6,0,4,運気,4,護石王,2,体力,-3,,,,,EX金火竜チケット,1,金火竜の堅殻,5,雌火竜の棘,4,,
EXＧ・ルナガード,0,2,7,0,8,99,0,34,70,2,-4,-5,0,4,運気,4,護石王,2,体力,-3,,,,,EX金火竜チケット,1,金火竜の堅殻,5,雌火竜の棘,4,,
怒天ノ篭手,0,1,7,0,8,99,0,70,142,2,1,3,-6,2,無心,2,溜め短縮,5,斬れ味,3,,,,,金獅子の怒髪,2,金獅子の闘魂,1,金獅子の尻尾,2,銀火竜の上鱗,2
心滅ノ篭手,0,2,7,0,8,99,0,35,71,2,1,3,-5,2,無心,2,溜め短縮,5,弾薬節約,3,,,,,金獅子の怒髪,2,金獅子の闘魂,1,金獅子の尻尾,2,銀火竜の上鱗,2
グリードアーム,0,1,7,0,8,99,0,70,142,-2,-2,-5,-2,-2,斬れ味,2,匠,3,腹減り,-2,,,,,ドス黒い血,3,恐暴竜の黒鱗,5,恐暴竜の黒皮,2,古龍の浄血,1
グリードガード,0,2,7,1,8,99,0,35,71,-2,-2,-4,-2,-2,射法,2,通常弾強化,2,腹減り,-2,,,,,ドス黒い血,3,恐暴竜の黒鱗,5,恐暴竜の黒皮,2,古龍の浄血,1
グリードＲアーム,0,1,7,3,8,99,0,66,138,-2,-2,-5,-2,-2,匠,2,,,,,,,,,獰猛化恐暴竜鱗,1,歴戦の漆黒皮,5,恐暴竜の鉤爪,6,獰猛化素材(上位pts),8
グリードＲガード,0,2,7,3,8,99,0,33,69,-2,-2,-4,-2,-2,通常弾強化,2,,,,,,,,,獰猛化恐暴竜鱗,1,歴戦の漆黒皮,5,恐暴竜の鉤爪,6,獰猛化素材(上位pts),8
アカムトサクンペ,0,1,7,0,8,99,0,74,146,4,0,-3,2,-5,鈍器,3,聴覚保護,3,剣術,2,,,,,覇竜の剛爪,4,覇竜の上鱗,4,覇竜の大棘,2,獄炎石,5
アカムトノキリペ,0,2,7,0,8,99,0,37,73,4,0,-3,2,-4,精密射撃,3,聴覚保護,3,貫通弾強化,2,,,,,覇竜の剛爪,4,覇竜の上鱗,4,覇竜の大棘,2,獄炎石,5
アカムトＲサクンペ,0,1,7,1,8,99,0,70,142,4,0,-3,2,-5,鈍器,5,聴覚保護,1,剣術,1,,,,,大竜結晶,1,獰猛な炎鱗,2,覇竜の剛爪,5,獰猛化素材(上位pts),8
アカムトＲノキリペ,0,2,7,1,8,99,0,35,71,4,0,-3,2,-4,貫通弾強化,5,聴覚保護,1,装填数,1,,,,,大竜結晶,1,獰猛な炎鱗,2,覇竜の剛爪,5,獰猛化素材(上位pts),8
ウカムルサクンペ,0,1,7,0,8,99,0,80,152,-4,0,-3,4,-2,斬れ味,2,攻撃,4,回復量,2,,,,,崩竜の腹鱗,2,崩竜の穿爪,4,崩竜の尻尾,1,白兎獣の凍爪,6
ウカムルノキリペ,0,2,7,0,8,99,0,40,76,-4,0,-3,4,-2,散弾強化,2,攻撃,4,回復量,2,,,,,崩竜の腹鱗,2,崩竜の穿爪,4,崩竜の尻尾,1,白兎獣の凍爪,6
荒天【袂】,0,1,7,0,8,99,0,70,142,-3,4,0,0,-5,本気,3,回避性能,3,研ぎ師,-2,,,,,嵐龍の鋭爪,4,嵐龍の飛膜,4,嵐気胞,3,泡立つ上滑液,2
蒼天【袂】,0,2,7,0,8,99,0,35,71,-3,5,0,0,-5,本気,3,回避性能,3,精密射撃,-2,,,,,嵐龍の鋭爪,4,嵐龍の飛膜,4,嵐気胞,3,泡立つ上滑液,2
荒天亜流【袂】,0,1,7,1,8,99,0,66,138,-3,4,0,0,-5,本気,2,回避性能,4,研ぎ師,-2,,,,,嵐龍の鋭爪,5,獰猛な水袋,2,古龍の浄血,1,獰猛化素材(上位pts),8
蒼天亜流【袂】,0,2,7,1,8,99,0,33,69,-3,5,0,0,-5,本気,2,回避性能,3,精密射撃,-2,,,,,嵐龍の鋭爪,5,獰猛な水袋,2,古龍の浄血,1,獰猛化素材(上位pts),8
骸装甲・覇【上腕骨】,0,1,7,1,8,99,0,70,142,-1,-1,-1,-1,-2,逆上,3,窮地,2,回復速度,-3,,,,,堅骸体殻,3,発光する上粘液,1,骸椎骨,6,上質な鳥竜骨,10
屍装甲・覇【上腕骨】,0,2,7,1,8,99,0,35,71,-1,-1,-1,-1,-1,逆上,2,窮地,2,回復速度,-3,,,,,堅骸体殻,3,発光する上粘液,1,骸椎骨,6,上質な鳥竜骨,10
アスリスタアーム,0,1,7,1,8,99,0,70,142,0,2,1,1,-4,チャンス,2,無心,2,気まぐれ,-2,,,,,骸龍の口腕甲,2,骸龍の喰砕牙,2,発光する上粘液,1,迅竜の骨髄,2
アスリスタガード,0,2,7,1,8,99,0,35,71,0,2,1,1,-3,チャンス,2,無心,2,気まぐれ,-2,,,,,骸龍の口腕甲,2,骸龍の喰砕牙,2,発光する上粘液,1,迅竜の骨髄,2
エスカドラアムズ,0,1,7,0,8,99,0,76,148,0,0,0,0,-4,属性攻撃,2,属性耐性,2,属性会心,2,,,,,煌黒龍の尖爪,4,煌黒龍の堅逆殻,4,古龍の血,3,恐暴竜の頭殻,1
エスカドラアルマ,0,2,7,0,8,99,0,38,74,0,0,0,0,-4,属性攻撃,2,属性耐性,2,属性会心,2,,,,,煌黒龍の尖爪,4,煌黒龍の堅逆殻,4,古龍の血,3,恐暴竜の頭殻,1
エスカドラＲアムズ,0,1,7,1,8,99,0,72,144,0,0,0,0,-4,属性攻撃,5,属性会心,2,,,,,,,煌黒龍の尖爪,5,獰猛な蝕龍鱗,2,古龍の浄血,1,獰猛化素材(上位pts),8
エスカドラＲアルマ,0,2,7,1,8,99,0,36,72,0,0,0,0,-4,属性攻撃,4,属性会心,2,,,,,,,煌黒龍の尖爪,5,獰猛な蝕龍鱗,2,古龍の浄血,1,獰猛化素材(上位pts),8
団長の腕輪,0,0,7,0,7,6,0,30,66,2,2,2,2,2,加護,6,,,,,,,,,ベルナチケット,1,天廻龍の堅殻,2,マレコガネ,5,,
レザーＸアーム,0,1,8,1,13,99,0,76,118,0,0,0,0,0,気まぐれ,5,採取,2,,,,,,,★生産素材未入力,1,,,,,,
レザーＸガード,0,2,8,1,13,99,0,40,67,0,1,1,0,0,気まぐれ,5,採取,2,,,,,,,★生産素材未入力,1,,,,,,
チェーンＸアーム,0,1,8,1,13,99,0,78,120,0,0,1,0,0,体力,3,節食,4,,,,,,,★生産素材未入力,1,,,,,,
チェーンＸガード,0,2,8,1,13,99,0,41,68,0,0,1,1,0,体力,2,節食,4,,,,,,,★生産素材未入力,1,,,,,,
ベルダーＸアーム,0,1,8,2,13,99,0,80,122,0,1,0,0,0,加護,2,広域,4,,,,,,,★生産素材未入力,1,,,,,,
ベルダーＸガード,0,2,8,1,13,99,0,44,71,0,2,0,0,0,加護,2,広域,5,,,,,,,★生産素材未入力,1,,,,,,
ハントＸアーム,0,1,8,1,11,99,0,80,122,1,0,0,0,0,千里眼,5,高速設置,4,,,,,,,★生産素材未入力,1,,,,,,
ハントＸガード,0,2,8,1,11,99,0,44,71,2,0,0,0,0,千里眼,4,高速設置,4,,,,,,,★生産素材未入力,1,,,,,,
マフモフＸグラブ,0,1,8,2,13,99,0,80,122,-1,0,0,2,0,耐寒,2,溜め短縮,2,防御,2,,,,,★生産素材未入力,1,,,,,,
マフモフＸミトン,0,2,8,2,13,99,0,44,71,-1,0,0,4,0,耐寒,2,溜め短縮,2,防御,2,,,,,★生産素材未入力,1,,,,,,
ユクモノコテ・極天,0,1,8,1,13,99,0,80,122,0,0,1,0,0,達人,3,回避性能,4,,,,,,,★生産素材未入力,1,,,,,,
ユクモノコテ・極地,0,2,8,1,13,99,0,44,71,0,0,2,0,0,達人,3,回避性能,3,,,,,,,★生産素材未入力,1,,,,,,
最高級ユアミリスト,0,0,8,2,9,99,0,42,69,-2,-2,-2,-2,0,剥ぎ取り,4,泡沫,2,水属性攻撃,2,,,,,★生産素材未入力,1,,,,,,
ハンターＸアーム,0,1,8,1,9,99,0,88,130,0,0,0,0,0,高速設置,3,捕獲,3,,,,,,,★生産素材未入力,1,,,,,,
ハンターＸガード,0,2,8,1,9,99,0,51,78,0,0,0,0,0,高速設置,2,捕獲,3,,,,,,,★生産素材未入力,1,,,,,,
ハンターXRアーム,0,1,8,0,13,99,0,84,126,0,0,0,0,0,闘魂,5,観察眼,3,ガード性能,-2,,,,,★生産素材未入力,1,,,,,,
ハンターXRガード,0,2,8,0,13,99,0,48,75,0,0,0,0,0,闘魂,5,観察眼,3,反動,-2,,,,,★生産素材未入力,1,,,,,,
ボーンＸアーム,0,1,8,2,9,99,0,92,134,0,0,0,-1,0,KO,2,鈍器,3,捕獲,2,,,,,★生産素材未入力,1,,,,,,
ボーンＸガード,0,2,8,2,9,99,0,53,80,0,0,0,-1,0,KO,2,変則射撃,3,捕獲,2,,,,,★生産素材未入力,1,,,,,,
狩人の革篭手Ｘ,0,1,8,1,9,99,0,86,128,0,1,0,0,0,野草知識,6,,,,,,,,,★生産素材未入力,1,,,,,,
狩人の革手袋Ｘ,0,2,8,1,9,99,0,49,76,0,1,0,0,0,野草知識,6,,,,,,,,,★生産素材未入力,1,,,,,,
跳狗竜の革篭手Ｘ,0,1,8,2,9,99,0,88,130,0,0,1,0,0,減気攻撃,6,,,,,,,,,★生産素材未入力,1,,,,,,
跳狗竜の革手袋Ｘ,0,2,8,2,9,99,0,51,78,0,0,1,0,0,減気攻撃,6,,,,,,,,,★生産素材未入力,1,,,,,,
狗竜の革篭手Ｘ,0,1,8,2,9,99,0,88,130,0,0,0,1,0,達人,6,,,,,,,,,★生産素材未入力,1,,,,,,
狗竜の革手袋Ｘ,0,2,8,2,9,99,0,51,78,0,0,0,1,0,達人,6,,,,,,,,,★生産素材未入力,1,,,,,,
メルホアＸラーマ,0,1,8,1,13,99,0,96,138,0,1,1,0,0,採取,4,野草知識,4,,,,,,,★生産素材未入力,1,,,,,,
メルホアＸアスト,0,2,8,1,13,99,0,57,84,0,1,1,0,0,採取,4,野草知識,4,,,,,,,★生産素材未入力,1,,,,,,
メルホアＺラーマ,0,1,8,1,13,99,0,106,148,0,1,1,0,0,採取,7,気まぐれ,3,,,,,,,★生産素材未入力,1,,,,,,
メルホアＺアスト,0,2,8,1,13,99,0,63,90,0,1,1,0,0,採取,7,気まぐれ,3,,,,,,,★生産素材未入力,1,,,,,,
マカルパＸスリーブ,0,1,8,1,13,99,0,98,140,1,2,-2,0,0,効果持続,5,特殊攻撃,3,,,,,,,★生産素材未入力,1,,,,,,
マカルパＸヴァント,0,2,8,1,13,99,0,58,85,1,3,-2,0,0,効果持続,5,特殊攻撃,3,,,,,,,★生産素材未入力,1,,,,,,
マカルパＺスリーブ,0,1,8,1,13,99,0,108,150,1,2,-2,0,0,効果持続,3,調合数,5,,,,,,,★生産素材未入力,1,,,,,,
マカルパＺヴァント,0,2,8,1,13,99,0,64,91,1,3,-2,0,0,効果持続,3,調合数,5,,,,,,,★生産素材未入力,1,,,,,,
オウビートＸマーノ,1,1,8,1,13,99,0,104,146,2,-2,2,-2,3,攻撃,6,属性攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
オウビートＸブラッソ,1,2,8,1,13,99,0,62,89,3,-2,2,-2,4,攻撃,6,属性攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
パピメルＸマーノ,2,1,8,1,13,99,0,104,146,2,-2,2,-2,3,攻撃,6,属性攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
パピメルＸブラッソ,2,2,8,1,13,99,0,62,89,3,-2,2,-2,4,攻撃,6,属性攻撃,2,,,,,,,★生産素材未入力,1,,,,,,
デスギアＸファオスト,0,1,8,2,13,99,0,102,144,2,1,1,-1,0,狂撃耐性,3,,,,,,,,,★生産素材未入力,1,,,,,,
デスギアＸベギアデ,0,2,8,2,13,99,0,61,88,3,1,1,-1,0,狂撃耐性,2,,,,,,,,,★生産素材未入力,1,,,,,,
マギュルＸラーマ,0,1,8,1,13,99,0,92,134,-3,1,0,2,0,溜め短縮,2,気力回復,5,,,,,,,★生産素材未入力,1,,,,,,
マギュルＸアスト,0,2,8,1,13,99,0,53,80,-3,2,0,3,0,溜め短縮,2,気力回復,5,,,,,,,★生産素材未入力,1,,,,,,
エーデルＸラーマ,0,1,8,1,9,99,0,90,132,-1,3,-1,0,0,野草知識,8,広域,3,,,,,,,★生産素材未入力,1,,,,,,
エーデルＸアスト,0,2,8,1,9,99,0,52,79,-1,4,-1,0,0,野草知識,8,広域,3,,,,,,,★生産素材未入力,1,,,,,,
スカルダＸマーノ,1,1,8,1,9,99,0,102,144,3,-1,-1,-1,3,特殊会心,4,本気,2,痛撃,2,,,,,★生産素材未入力,1,,,,,,
スカルダＸブラッソ,1,2,8,1,9,99,0,61,88,4,-1,-1,-1,3,特殊会心,3,本気,2,痛撃,2,,,,,★生産素材未入力,1,,,,,,
スパイオＸマーノ,2,1,8,1,9,99,0,102,144,3,-1,-1,-1,3,特殊会心,4,本気,2,痛撃,2,,,,,★生産素材未入力,1,,,,,,
スパイオＸブラッソ,2,2,8,1,9,99,0,61,88,4,-1,-1,-1,3,特殊会心,3,本気,2,痛撃,2,,,,,★生産素材未入力,1,,,,,,
アロイＸアーム,0,1,8,0,13,99,0,110,152,-1,0,-1,-1,0,研ぎ師,4,風圧,5,達人,1,,,,,★生産素材未入力,1,,,,,,
アロイＸガード,0,2,8,0,13,99,0,66,93,-1,0,-1,-1,0,装填速度,4,風圧,5,達人,2,,,,,★生産素材未入力,1,,,,,,
アロイXRアーム,0,1,8,0,13,99,0,102,144,-1,0,-1,-1,0,風圧,9,,,,,,,,,★生産素材未入力,1,,,,,,
アロイXRガード,0,2,8,0,13,99,0,61,88,-1,0,-1,-1,0,風圧,9,,,,,,,,,★生産素材未入力,1,,,,,,
バトルＸアーム,0,1,8,1,13,99,0,110,152,1,-1,-1,0,0,ガード性能,2,攻撃,5,盗み無効,1,,,,,★生産素材未入力,1,,,,,,
バトルＸガード,0,2,8,1,13,99,0,66,93,2,-1,-1,0,0,反動,2,攻撃,5,盗み無効,1,,,,,★生産素材未入力,1,,,,,,
インゴットＸアーム,0,1,8,1,13,99,0,112,154,-1,-1,1,0,0,氷属性攻撃,7,,,,,,,,,★生産素材未入力,1,,,,,,
インゴットＸガード,0,2,8,1,13,99,0,67,94,-1,-1,2,0,0,氷属性攻撃,6,,,,,,,,,★生産素材未入力,1,,,,,,
インゴットXRアーム,0,1,8,1,10,99,0,104,146,-1,-1,1,0,0,風圧,4,氷属性攻撃,4,運気,-2,,,,,★生産素材未入力,1,,,,,,
インゴットXRガード,0,2,8,1,10,99,0,62,89,-1,-1,2,0,0,風圧,3,氷属性攻撃,4,運気,-2,,,,,★生産素材未入力,1,,,,,,
ハイメタＸアーム,0,1,8,0,13,99,0,110,152,0,-1,2,-1,0,聴覚保護,2,雷耐性,3,属性攻撃,1,,,,,★生産素材未入力,1,,,,,,
ハイメタＸガード,0,2,8,0,13,99,0,66,93,0,-1,3,-1,0,聴覚保護,2,雷耐性,3,属性攻撃,1,,,,,★生産素材未入力,1,,,,,,
ハイメタＺアーム,0,1,8,1,13,99,0,110,152,0,-1,2,-1,0,聴覚保護,1,抜刀会心,2,納刀,4,,,,,★生産素材未入力,1,,,,,,
ハイメタＺガード,0,2,8,1,13,99,0,66,93,0,-1,3,-1,0,聴覚保護,1,重撃弾強化,2,納刀,4,,,,,★生産素材未入力,1,,,,,,
Ｋ・ロブスタＸアーム,0,1,8,1,13,99,0,102,144,-1,4,-1,-1,-1,節食,2,泡沫,2,回避性能,2,雷耐性,-2,,,★生産素材未入力,1,,,,,,
Ｋ・ロブスタＸガード,0,2,8,1,13,99,0,61,88,-1,5,-1,-1,-1,節食,2,泡沫,2,回避性能,2,雷耐性,-2,,,★生産素材未入力,1,,,,,,
ヴァイクＸアーム,0,1,8,1,13,99,0,110,152,0,3,-2,-1,0,水属性攻撃,5,斬れ味,1,攻撃,2,,,,,★生産素材未入力,1,,,,,,
ヴァイクＸガード,0,2,8,1,13,99,0,66,93,0,4,-2,-1,0,水属性攻撃,5,弾薬節約,1,攻撃,2,,,,,★生産素材未入力,1,,,,,,
パティシエＸマンシュ,0,1,8,1,13,99,0,102,144,2,0,0,2,-2,効果持続,2,炎熱適応,2,節食,2,,,,,★生産素材未入力,1,,,,,,
パティシエＸミトン,0,2,8,1,13,99,0,61,88,4,0,0,2,-2,効果持続,2,炎熱適応,2,節食,2,,,,,★生産素材未入力,1,,,,,,
グルニャンＸマンシュ,0,1,8,0,13,99,0,116,158,1,1,1,1,1,研ぎ師,4,スタミナ,3,食欲,3,,,,,★生産素材未入力,1,,,,,,
グルニャンＸミトン,0,2,8,0,13,99,0,69,96,1,1,1,1,1,弾薬節約,4,スタミナ,3,食欲,3,,,,,★生産素材未入力,1,,,,,,
ロワーガＸマーノ,1,1,8,0,13,99,0,110,152,-2,0,2,-2,2,達人,1,会心強化,3,納刀研磨,4,,,,,★生産素材未入力,1,,,,,,
ロワーガＸブラッソ,1,2,8,0,13,99,0,66,93,-2,0,3,-2,3,達人,1,会心強化,3,弾薬節約,4,,,,,★生産素材未入力,1,,,,,,
ファルメルＸマーノ,2,1,8,0,13,99,0,110,152,-2,0,3,-2,2,達人,1,会心強化,3,納刀研磨,4,,,,,★生産素材未入力,1,,,,,,
ファルメルＸブラッソ,2,2,8,0,13,99,0,66,93,-2,0,3,-2,3,達人,1,会心強化,3,弾薬節約,4,,,,,★生産素材未入力,1,,,,,,
エコールＸアーム,2,1,8,1,9,99,0,102,144,0,0,0,0,0,狂撃耐性,3,千里眼,2,痛撃,2,,,,,★生産素材未入力,1,,,,,,
エコールＸガード,2,2,8,1,9,99,0,61,88,0,0,0,0,0,狂撃耐性,3,千里眼,2,痛撃,2,,,,,★生産素材未入力,1,,,,,,
ブレイブＸアーム,0,1,8,0,13,99,0,106,148,0,0,0,0,0,乗り,5,闘魂,1,火属性攻撃,5,,,,,★生産素材未入力,1,,,,,,
ブレイブＸガード,0,2,8,0,13,99,0,63,90,1,1,1,1,1,乗り,5,闘魂,1,火属性攻撃,5,,,,,★生産素材未入力,1,,,,,,
アーティアＸアーム,0,1,8,1,9,99,0,112,154,1,-2,-2,2,3,雷属性攻撃,5,高速設置,3,,,,,,,★生産素材未入力,1,,,,,,
アーティアＸガード,0,2,8,1,9,99,0,67,94,3,-2,-2,2,3,雷属性攻撃,5,高速設置,3,,,,,,,★生産素材未入力,1,,,,,,
アーティアXRアーム,0,1,8,1,13,99,0,106,148,1,-2,-2,2,3,対防御DOWN,5,高速設置,6,,,,,,,★生産素材未入力,1,,,,,,
アーティアXRガード,0,2,8,1,13,99,0,63,90,3,-2,-2,2,3,対防御DOWN,5,高速設置,5,,,,,,,★生産素材未入力,1,,,,,,
メイドＸグラブ,2,1,8,1,9,99,0,102,144,0,0,0,0,0,運気,2,采配,2,剛撃,2,,,,,★生産素材未入力,1,,,,,,
プライベートＸカフス,2,2,8,1,9,99,0,61,88,0,0,0,0,0,運気,2,采配,2,裏稼業,2,,,,,★生産素材未入力,1,,,,,,
撫子・雅【蕾袖】,2,1,8,1,9,99,0,102,144,0,0,0,0,0,千里眼,2,観察眼,2,無心,2,我慢,2,,,★生産素材未入力,1,,,,,,
桔梗・雅【蕾袖】,2,2,8,1,9,99,0,61,88,0,0,0,0,0,千里眼,2,観察眼,2,無心,2,我慢,2,,,★生産素材未入力,1,,,,,,
サージュＸグラブ,0,1,8,2,9,99,0,114,156,0,0,0,0,0,捕獲,3,細菌学,3,,,,,,,★生産素材未入力,1,,,,,,
サージュＸカフス,0,2,8,2,9,99,0,68,95,0,0,0,0,0,捕獲,3,細菌学,3,,,,,,,★生産素材未入力,1,,,,,,
ドーベルＸアーム,0,1,8,0,13,99,0,116,158,-2,0,0,0,4,気絶,5,属性耐性,1,属性会心,2,,,,,★生産素材未入力,1,,,,,,
